"dataSource" "subject_id" "activity" "variable" "mean"
"training" 1 "STANDING" "frequency_body_acceleration_magnitude_mean_freq" 0.142062162506138
"training" 1 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.499075765624092
"training" 1 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.541823079570029
"training" 1 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.200055179527839
"training" 1 "STANDING" "frequency_body_body_gyro_magnitude_mean" -0.535002770337752
"training" 1 "STANDING" "frequency_body_body_gyro_magnitude_std" -0.566576670397695
"training" 1 "STANDING" "frequency_body_body_gyro_magnitude_mean_freq" 0.0649309438160231
"training" 1 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.645970655298847
"training" 1 "STANDING" "frequency_body_body_gyro_jerk_magnitude_std" -0.685811262634006
"training" 1 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.198031580056455
"training" 3 "STANDING" "time_body_acceleration_mean_x" 0.273428719636364
"training" 3 "STANDING" "time_body_acceleration_mean_y" -0.017856067384956
"training" 3 "STANDING" "time_body_acceleration_mean_z" -0.106492632429097
"training" 3 "STANDING" "time_body_acceleration_std_x" -0.623413602046921
"training" 3 "STANDING" "time_body_acceleration_std_y" -0.480015920697654
"training" 3 "STANDING" "time_body_acceleration_std_z" -0.653625579293255
"training" 3 "STANDING" "time_gravity_acceleration_mean_x" 0.707814353343108
"training" 3 "STANDING" "time_gravity_acceleration_mean_y" -0.0260590480328739
"training" 3 "STANDING" "time_gravity_acceleration_mean_z" 0.0480937904190616
"training" 3 "STANDING" "time_gravity_acceleration_std_x" -0.966457565630499
"training" 3 "STANDING" "time_gravity_acceleration_std_y" -0.9445645371261
"training" 3 "STANDING" "time_gravity_acceleration_std_z" -0.926966278211144
"training" 3 "STANDING" "time_body_acceleration_jerk_mean_x" 0.0701731261988856
"training" 3 "STANDING" "time_body_acceleration_jerk_mean_y" 0.0144664329060411
"training" 3 "STANDING" "time_body_acceleration_jerk_mean_z" -0.000526818872875366
"training" 3 "STANDING" "time_body_acceleration_jerk_std_x" -0.635484688041056
"training" 3 "STANDING" "time_body_acceleration_jerk_std_y" -0.55721186773783
"training" 3 "STANDING" "time_body_acceleration_jerk_std_z" -0.796066240234604
"training" 3 "STANDING" "time_body_gyro_mean_x" -0.0248490682828446
"training" 3 "STANDING" "time_body_gyro_mean_y" -0.0743565308442815
"training" 3 "STANDING" "time_body_gyro_mean_z" 0.0866875497119062
"training" 3 "STANDING" "time_body_gyro_std_x" -0.699262195705865
"training" 3 "STANDING" "time_body_gyro_std_y" -0.76302218170088
"training" 3 "STANDING" "time_body_gyro_std_z" -0.709483440322581
"training" 3 "STANDING" "time_body_gyro_jerk_mean_x" -0.0991554609633431
"training" 3 "STANDING" "time_body_gyro_jerk_mean_y" -0.0401923943695015
"training" 3 "STANDING" "time_body_gyro_jerk_mean_z" -0.0521178264170088
"training" 3 "STANDING" "time_body_gyro_jerk_std_x" -0.689328428607038
"training" 3 "STANDING" "time_body_gyro_jerk_std_y" -0.842659862111437
"training" 3 "STANDING" "time_body_gyro_jerk_std_z" -0.743028500565982
"training" 3 "STANDING" "time_body_acceleration_magnitude_mean" -0.563140802770059
"training" 3 "STANDING" "time_body_acceleration_magnitude_std" -0.591224780306452
"training" 3 "STANDING" "time_gravity_acceleration_magnitude_mean" -0.563140802770059
"training" 3 "STANDING" "time_gravity_acceleration_magnitude_std" -0.591224780306452
"training" 3 "STANDING" "time_body_acceleration_jerk_magnitude_mean" -0.650182434328446
"training" 3 "STANDING" "time_body_acceleration_jerk_magnitude_std" -0.607658214170381
"training" 3 "STANDING" "time_body_gyro_magnitude_mean" -0.643150121648094
"training" 3 "STANDING" "time_body_gyro_magnitude_std" -0.674010290979472
"training" 3 "STANDING" "time_body_gyro_jerk_magnitude_mean" -0.784056656246334
"training" 3 "STANDING" "time_body_gyro_jerk_magnitude_std" -0.80366136372434
"training" 3 "STANDING" "frequency_body_acceleration_mean_x" -0.625733289873607
"training" 3 "STANDING" "frequency_body_acceleration_mean_y" -0.501779938505279
"training" 3 "STANDING" "frequency_body_acceleration_mean_z" -0.699656828592375
"training" 3 "STANDING" "frequency_body_acceleration_std_x" -0.623805015199413
"training" 3 "STANDING" "frequency_body_acceleration_std_y" -0.502753639795894
"training" 3 "STANDING" "frequency_body_acceleration_std_z" -0.657443765803519
"training" 3 "STANDING" "frequency_body_acceleration_mean_freq_x" -0.192817340495308
"training" 3 "STANDING" "frequency_body_acceleration_mean_freq_y" 0.0389282523284457
"training" 3 "STANDING" "frequency_body_acceleration_mean_freq_z" 0.00447261449052786
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_x" -0.645893496630499
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_y" -0.582949919157742
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_z" -0.780101644193548
"training" 3 "STANDING" "frequency_body_acceleration_jerk_std_x" -0.657844055881525
"training" 3 "STANDING" "frequency_body_acceleration_jerk_std_y" -0.559851186088408
"training" 3 "STANDING" "frequency_body_acceleration_jerk_std_z" -0.81080601659824
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_freq_x" -0.0476941200470968
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_freq_y" -0.236874240885924
"training" 3 "STANDING" "frequency_body_acceleration_jerk_mean_freq_z" -0.193657539305073
"training" 3 "STANDING" "frequency_body_gyro_mean_x" -0.642097719778592
"training" 3 "STANDING" "frequency_body_gyro_mean_y" -0.775144985073314
"training" 3 "STANDING" "frequency_body_gyro_mean_z" -0.670734708996481
"training" 3 "STANDING" "frequency_body_gyro_std_x" -0.719276622702346
"training" 3 "STANDING" "frequency_body_gyro_std_y" -0.758505287214076
"training" 3 "STANDING" "frequency_body_gyro_std_z" -0.751008875659824
"training" 3 "STANDING" "frequency_body_gyro_mean_freq_x" -0.102568067670674
"training" 3 "STANDING" "frequency_body_gyro_mean_freq_y" -0.167675025582991
"training" 3 "STANDING" "frequency_body_gyro_mean_freq_z" -0.0321862688221114
"training" 3 "STANDING" "frequency_body_acceleration_magnitude_mean" -0.579076453758064
"training" 3 "STANDING" "frequency_body_acceleration_magnitude_std" -0.663079838985044
"training" 3 "STANDING" "frequency_body_acceleration_magnitude_mean_freq" 0.0770665587562757
"training" 3 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.604752108072727
"training" 3 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.615643694857361
"training" 3 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.11231984174566
"training" 3 "STANDING" "frequency_body_body_gyro_magnitude_mean" -0.716822144279179
"training" 3 "STANDING" "frequency_body_body_gyro_magnitude_std" -0.703839403007038
"training" 3 "STANDING" "frequency_body_body_gyro_magnitude_mean_freq" -0.0846075231245126
"training" 3 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.810085498651026
"training" 3 "STANDING" "frequency_body_body_gyro_jerk_magnitude_std" -0.810032718739003
"training" 3 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.0599628733252199
"training" 5 "STANDING" "time_body_acceleration_mean_x" 0.279177960301325
"training" 5 "STANDING" "time_body_acceleration_mean_y" -0.0154833455336192
"training" 5 "STANDING" "time_body_acceleration_mean_z" -0.105661736816887
"training" 5 "STANDING" "time_body_acceleration_std_x" -0.507691011391722
"training" 5 "STANDING" "time_body_acceleration_std_y" -0.402724906078146
"training" 5 "STANDING" "time_body_acceleration_std_z" -0.646443640175497
"training" 5 "STANDING" "time_gravity_acceleration_mean_x" 0.698153719072848
"training" 5 "STANDING" "time_gravity_acceleration_mean_y" 0.112313109736755
"training" 5 "STANDING" "time_gravity_acceleration_mean_z" 0.0921607197449904
"training" 5 "STANDING" "time_gravity_acceleration_std_x" -0.964629108807947
"training" 5 "STANDING" "time_gravity_acceleration_std_y" -0.939973777950331
"training" 5 "STANDING" "time_gravity_acceleration_std_z" -0.94207867884106
"training" 5 "STANDING" "time_body_acceleration_jerk_mean_x" 0.0841019899622517
"training" 5 "STANDING" "time_body_acceleration_jerk_mean_y" 0.0017656830384106
"training" 5 "STANDING" "time_body_acceleration_jerk_mean_z" -0.0029537113427351
"training" 5 "STANDING" "time_body_acceleration_jerk_std_x" -0.575890535679801
"training" 5 "STANDING" "time_body_acceleration_jerk_std_y" -0.506544358609603
"training" 5 "STANDING" "time_body_acceleration_jerk_std_z" -0.78456199486755
"training" 5 "STANDING" "time_body_gyro_mean_x" -0.0294516873643046
"training" 5 "STANDING" "time_body_gyro_mean_y" -0.0774316445596026
"training" 5 "STANDING" "time_body_gyro_mean_z" 0.0866267116745033
"training" 5 "STANDING" "time_body_gyro_std_x" -0.709955676983444
"training" 5 "STANDING" "time_body_gyro_std_y" -0.705638306688742
"training" 5 "STANDING" "time_body_gyro_std_z" -0.606589817380795
"training" 5 "STANDING" "time_body_gyro_jerk_mean_x" -0.103522877147351
"training" 5 "STANDING" "time_body_gyro_jerk_mean_y" -0.0490624519374172
"training" 5 "STANDING" "time_body_gyro_jerk_mean_z" -0.0506258160122517
"training" 5 "STANDING" "time_body_gyro_jerk_std_x" -0.662581310334437
"training" 5 "STANDING" "time_body_gyro_jerk_std_y" -0.774114270364238
"training" 5 "STANDING" "time_body_gyro_jerk_std_z" -0.564680771249007
"training" 5 "STANDING" "time_body_acceleration_magnitude_mean" -0.460866415568709
"training" 5 "STANDING" "time_body_acceleration_magnitude_std" -0.52162345171192
"training" 5 "STANDING" "time_gravity_acceleration_magnitude_mean" -0.460866415568709
"training" 5 "STANDING" "time_gravity_acceleration_magnitude_std" -0.52162345171192
"training" 5 "STANDING" "time_body_acceleration_jerk_magnitude_mean" -0.589313870006622
"training" 5 "STANDING" "time_body_acceleration_jerk_magnitude_std" -0.589031268133113
"training" 5 "STANDING" "time_body_gyro_magnitude_mean" -0.602770284825828
"training" 5 "STANDING" "time_body_gyro_magnitude_std" -0.664078383532781
"training" 5 "STANDING" "time_body_gyro_jerk_magnitude_mean" -0.707383517582782
"training" 5 "STANDING" "time_body_gyro_jerk_magnitude_std" -0.734187493344371
"training" 5 "STANDING" "frequency_body_acceleration_mean_x" -0.55123770513245
"training" 5 "STANDING" "frequency_body_acceleration_mean_y" -0.440232431795033
"training" 5 "STANDING" "frequency_body_acceleration_mean_z" -0.696171811490066
"training" 5 "STANDING" "frequency_body_acceleration_std_x" -0.492829885748675
"training" 5 "STANDING" "frequency_body_acceleration_std_y" -0.422162171100331
"training" 5 "STANDING" "frequency_body_acceleration_std_z" -0.649351210748344
"training" 5 "STANDING" "frequency_body_acceleration_mean_freq_x" -0.226370689942053
"training" 5 "STANDING" "frequency_body_acceleration_mean_freq_y" 0.0748636861897351
"training" 5 "STANDING" "frequency_body_acceleration_mean_freq_z" 0.0062663175707947
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_x" -0.604769869438742
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_y" -0.550991969857417
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_z" -0.768762357980132
"training" 5 "STANDING" "frequency_body_acceleration_jerk_std_x" -0.584013626983444
"training" 5 "STANDING" "frequency_body_acceleration_jerk_std_y" -0.491500434303907
"training" 5 "STANDING" "frequency_body_acceleration_jerk_std_z" -0.798835563807947
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_freq_x" -0.10292084499106
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_freq_y" -0.27429092242043
"training" 5 "STANDING" "frequency_body_acceleration_jerk_mean_freq_z" -0.163706246351656
"training" 5 "STANDING" "frequency_body_gyro_mean_x" -0.632239300829801
"training" 5 "STANDING" "frequency_body_gyro_mean_y" -0.71706218781457
"training" 5 "STANDING" "frequency_body_gyro_mean_z" -0.537329127293278
"training" 5 "STANDING" "frequency_body_gyro_std_x" -0.73573857718543
"training" 5 "STANDING" "frequency_body_gyro_std_y" -0.702290390960265
"training" 5 "STANDING" "frequency_body_gyro_std_z" -0.669353687483444
"training" 5 "STANDING" "frequency_body_gyro_mean_freq_x" -0.0381646986649007
"training" 5 "STANDING" "frequency_body_gyro_mean_freq_y" -0.0720666007195695
"training" 5 "STANDING" "frequency_body_gyro_mean_freq_z" 0.0744028987918874
"training" 5 "STANDING" "frequency_body_acceleration_magnitude_mean" -0.528503022745033
"training" 5 "STANDING" "frequency_body_acceleration_magnitude_std" -0.594259529756954
"training" 5 "STANDING" "frequency_body_acceleration_magnitude_mean_freq" 0.0781455594845364
"training" 5 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.573176177044172
"training" 5 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.613485123609272
"training" 5 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.131619298935099
"training" 5 "STANDING" "frequency_body_body_gyro_magnitude_mean" -0.677355755703311
"training" 5 "STANDING" "frequency_body_body_gyro_magnitude_std" -0.715731148145695
"training" 5 "STANDING" "frequency_body_body_gyro_magnitude_mean_freq" 0.062219113935298
"training" 5 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.748829309536424
"training" 5 "STANDING" "frequency_body_body_gyro_jerk_magnitude_std" -0.735610602483444
"training" 5 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.0307564556565894
"training" 6 "STANDING" "time_body_acceleration_mean_x" 0.272376614181538
"training" 6 "STANDING" "time_body_acceleration_mean_y" -0.0175697042641846
"training" 6 "STANDING" "time_body_acceleration_mean_z" -0.11599454136
"training" 6 "STANDING" "time_body_acceleration_std_x" -0.505086085072062
"training" 6 "STANDING" "time_body_acceleration_std_y" -0.368403670137262
"training" 6 "STANDING" "time_body_acceleration_std_z" -0.672512004586708
"training" 6 "STANDING" "time_gravity_acceleration_mean_x" 0.688702063569231
"training" 6 "STANDING" "time_gravity_acceleration_mean_y" 0.0162055455953846
"training" 6 "STANDING" "time_gravity_acceleration_mean_z" 0.0475199990906462
"training" 6 "STANDING" "time_gravity_acceleration_std_x" -0.958898709015385
"training" 6 "STANDING" "time_gravity_acceleration_std_y" -0.9509348864
"training" 6 "STANDING" "time_gravity_acceleration_std_z" -0.937910223507692
"training" 6 "STANDING" "time_body_acceleration_jerk_mean_x" 0.0813833604034769
"training" 6 "STANDING" "time_body_acceleration_jerk_mean_y" 0.000479281129661539
"training" 6 "STANDING" "time_body_acceleration_jerk_mean_z" -0.00225896302076923
"training" 6 "STANDING" "time_body_acceleration_jerk_std_x" -0.531468310262154
"training" 6 "STANDING" "time_body_acceleration_jerk_std_y" -0.454437496885815
"training" 6 "STANDING" "time_body_acceleration_jerk_std_z" -0.738955207627692
"training" 6 "STANDING" "time_body_gyro_mean_x" -0.0433611785374462
"training" 6 "STANDING" "time_body_gyro_mean_y" -0.0706129097498462
"training" 6 "STANDING" "time_body_gyro_mean_z" 0.0973130293888923
"training" 6 "STANDING" "time_body_gyro_std_x" -0.653800660041538
"training" 6 "STANDING" "time_body_gyro_std_y" -0.626252072652308
"training" 6 "STANDING" "time_body_gyro_std_z" -0.599910232855692
"training" 6 "STANDING" "time_body_gyro_jerk_mean_x" -0.0829159966093231
"training" 6 "STANDING" "time_body_gyro_jerk_mean_y" -0.0454921005615385
"training" 6 "STANDING" "time_body_gyro_jerk_mean_z" -0.0533610323667692
"training" 6 "STANDING" "time_body_gyro_jerk_std_x" -0.546009968372308
"training" 6 "STANDING" "time_body_gyro_jerk_std_y" -0.677635980501539
"training" 6 "STANDING" "time_body_gyro_jerk_std_z" -0.526908306306892
"training" 6 "STANDING" "time_body_acceleration_magnitude_mean" -0.464770006998123
"training" 6 "STANDING" "time_body_acceleration_magnitude_std" -0.483790606354154
"training" 6 "STANDING" "time_gravity_acceleration_magnitude_mean" -0.464770006998123
"training" 6 "STANDING" "time_gravity_acceleration_magnitude_std" -0.483790606354154
"training" 6 "STANDING" "time_body_acceleration_jerk_magnitude_mean" -0.551413652396923
"training" 6 "STANDING" "time_body_acceleration_jerk_magnitude_std" -0.502935062310769
"training" 6 "STANDING" "time_body_gyro_magnitude_mean" -0.549494852037046
"training" 6 "STANDING" "time_body_gyro_magnitude_std" -0.579837818063692
"training" 6 "STANDING" "time_body_gyro_jerk_magnitude_mean" -0.621936158532308
"training" 6 "STANDING" "time_body_gyro_jerk_magnitude_std" -0.644474485460492
"training" 6 "STANDING" "frequency_body_acceleration_mean_x" -0.506174926221538
"training" 6 "STANDING" "frequency_body_acceleration_mean_y" -0.392041410138769
"training" 6 "STANDING" "frequency_body_acceleration_mean_z" -0.683725945015385
"training" 6 "STANDING" "frequency_body_acceleration_std_x" -0.506680276530492
"training" 6 "STANDING" "frequency_body_acceleration_std_y" -0.396677793847908
"training" 6 "STANDING" "frequency_body_acceleration_std_z" -0.694365207233846
"training" 6 "STANDING" "frequency_body_acceleration_mean_freq_x" -0.191537066813538
"training" 6 "STANDING" "frequency_body_acceleration_mean_freq_y" 0.0590114878605846
"training" 6 "STANDING" "frequency_body_acceleration_mean_freq_z" 0.113046089288708
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_x" -0.549394273848923
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_y" -0.503558973703692
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_z" -0.720867157741538
"training" 6 "STANDING" "frequency_body_acceleration_jerk_std_x" -0.555346159400332
"training" 6 "STANDING" "frequency_body_acceleration_jerk_std_y" -0.437837459287385
"training" 6 "STANDING" "frequency_body_acceleration_jerk_std_z" -0.755751144098462
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_freq_x" -0.0956140259974462
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_freq_y" -0.305422668448923
"training" 6 "STANDING" "frequency_body_acceleration_jerk_mean_freq_z" -0.1006823905788
"training" 6 "STANDING" "frequency_body_gyro_mean_x" -0.537201442069846
"training" 6 "STANDING" "frequency_body_gyro_mean_y" -0.621188724858462
"training" 6 "STANDING" "frequency_body_gyro_mean_z" -0.507604207506462
"training" 6 "STANDING" "frequency_body_gyro_std_x" -0.692862440004
"training" 6 "STANDING" "frequency_body_gyro_std_y" -0.633236229753846
"training" 6 "STANDING" "frequency_body_gyro_std_z" -0.67302031484
"training" 6 "STANDING" "frequency_body_gyro_mean_freq_x" 0.0289087194733538
"training" 6 "STANDING" "frequency_body_gyro_mean_freq_y" -0.0427900206246154
"training" 6 "STANDING" "frequency_body_gyro_mean_freq_z" 0.101044783556
"training" 6 "STANDING" "frequency_body_acceleration_magnitude_mean" -0.473974924380431
"training" 6 "STANDING" "frequency_body_acceleration_magnitude_std" -0.570910289993846
"training" 6 "STANDING" "frequency_body_acceleration_magnitude_mean_freq" 0.102346682227846
"training" 6 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.494882316238462
"training" 6 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.516711262173969
"training" 6 "STANDING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.0831165453227692
"training" 6 "STANDING" "frequency_body_body_gyro_magnitude_mean" -0.579130051151385
"training" 6 "STANDING" "frequency_body_body_gyro_magnitude_std" -0.657368673849846
"training" 6 "STANDING" "frequency_body_body_gyro_magnitude_mean_freq" 0.104193397607938
"training" 6 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.651886909221538
"training" 6 "STANDING" "frequency_body_body_gyro_jerk_magnitude_std" -0.660175875210246
"training" 6 "STANDING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.081817622852
"training" 7 "SITTING" "time_body_acceleration_mean_x" 0.26975303484739
"training" 7 "SITTING" "time_body_acceleration_mean_y" -0.0197172891035341
"training" 7 "SITTING" "time_body_acceleration_mean_z" -0.113423584203213
"training" 7 "SITTING" "time_body_acceleration_std_x" -0.485187847278715
"training" 7 "SITTING" "time_body_acceleration_std_y" -0.456689568218876
"training" 7 "SITTING" "time_body_acceleration_std_z" -0.352185504281727
"training" 7 "SITTING" "time_gravity_acceleration_mean_x" 0.642454313855422
"training" 7 "SITTING" "time_gravity_acceleration_mean_y" -0.0456977800429719
"training" 7 "SITTING" "time_gravity_acceleration_mean_z" 0.0394602698100442
"training" 7 "SITTING" "time_gravity_acceleration_std_x" -0.957858092349398
"training" 7 "SITTING" "time_gravity_acceleration_std_y" -0.955033427429719
"training" 7 "SITTING" "time_gravity_acceleration_std_z" -0.927020792851406
"training" 7 "SITTING" "time_body_acceleration_jerk_mean_x" 0.0836716912514056
"training" 7 "SITTING" "time_body_acceleration_jerk_mean_y" 0.00696488153534137
"training" 7 "SITTING" "time_body_acceleration_jerk_mean_z" -0.00864496194248996
"training" 7 "SITTING" "time_body_acceleration_jerk_std_x" -0.528796993420683
"training" 7 "SITTING" "time_body_acceleration_jerk_std_y" -0.540023028026908
"training" 7 "SITTING" "time_body_acceleration_jerk_std_z" -0.591928672239679
"training" 7 "SITTING" "time_body_gyro_mean_x" -0.056196167979759
"training" 7 "SITTING" "time_body_gyro_mean_y" -0.059643871854739
"training" 7 "SITTING" "time_body_gyro_mean_z" 0.102900904185984
"training" 7 "SITTING" "time_body_gyro_std_x" -0.625450021895582
"training" 7 "SITTING" "time_body_gyro_std_y" -0.581579749100402
"training" 7 "SITTING" "time_body_gyro_std_z" -0.594305602899598
"training" 7 "SITTING" "time_body_gyro_jerk_mean_x" -0.0941973969615502
"training" 7 "SITTING" "time_body_gyro_jerk_mean_y" -0.0422900145865462
"training" 7 "SITTING" "time_body_gyro_jerk_mean_z" -0.0636891701071486
"training" 7 "SITTING" "time_body_gyro_jerk_std_x" -0.637273681522892
"training" 7 "SITTING" "time_body_gyro_jerk_std_y" -0.603126605369076
"training" 7 "SITTING" "time_body_gyro_jerk_std_z" -0.695385495875502
"training" 7 "SITTING" "time_body_acceleration_magnitude_mean" -0.412083624852209
"training" 7 "SITTING" "time_body_acceleration_magnitude_std" -0.416915340874819
"training" 7 "SITTING" "time_gravity_acceleration_magnitude_mean" -0.412083624852209
"training" 7 "SITTING" "time_gravity_acceleration_magnitude_std" -0.416915340874819
"training" 7 "SITTING" "time_body_acceleration_jerk_magnitude_mean" -0.539232472351526
"training" 7 "SITTING" "time_body_acceleration_jerk_magnitude_std" -0.451218703495582
